No,;Time;Source;Destination;Protocol;Length;Info;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
822;4,136926;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=393581 Ack=6040 Win=78080 Len=5440 [TCP segment of a reassembled PDU];;;;4,136926;4,137088;0,000162;;2,10E-05;0,000141;0,00012
823;4,137088;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=399021 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,137088;4,137229;0,000141;;-0,000846;0,000987;0,001833
824;4,137229;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=399021 Win=266496 Len=0;;;;4,137229;4,138216;0,000987;;0,00077;0,000217;-0,000553
825;4,138216;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=400381 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,138216;4,138433;0,000217;;-0,001303;0,00152;0,002823
826;4,138433;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=401741 Win=266496 Len=0;;;;4,138433;4,139953;0,00152;;0,001198;0,000322;-0,000876
827;4,139953;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=401741 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,139953;4,140275;0,000322;;9,70E-05;0,000225;0,000128
828;4,140275;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=403101 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,140275;4,1405;0,000225;;-0,000753;0,000978;0,001731
829;4,1405;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=404461 Win=266496 Len=0;;;;4,1405;4,141478;0,000978;;-0,007153;0,008131;0,015284
830;4,141478;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=404461 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,141478;4,149609;0,008131;;0,007872;0,000259;-0,007613
831;4,149609;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=405821 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,149609;4,149868;0,000259;;-0,000246;0,000505;0,000751
832;4,149868;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=407181 Win=266496 Len=0;;;;4,149868;4,150373;0,000505;;0,00023;0,000275;4,50E-05
833;4,150373;114,4,169,236;192,168,43,157;TLSv1,3;5494;Application Data [TCP segment of a reassembled PDU];;;;4,150373;4,150648;0,000275;;-0,0005;0,000775;0,001275
834;4,150648;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=412621 Win=266496 Len=0;;;;4,150648;4,151423;0,000775;;0,000218;0,000557;0,000339
835;4,151423;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=412621 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,151423;4,15198;0,000557;;0,000322;0,000235;-8,70E-05
836;4,15198;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=413981 Ack=6040 Win=78080 Len=2720 [TCP segment of a reassembled PDU];;;;4,15198;4,152215;0,000235;;-0,002115;0,00235;0,004465
837;4,152215;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=416701 Win=266496 Len=0;;;;4,152215;4,154565;0,00235;;0,002143;0,000207;-0,001936
838;4,154565;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=416701 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,154565;4,154772;0,000207;;8,20E-05;0,000125;4,30E-05
839;4,154772;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=418061 Win=266496 Len=0;;;;4,154772;4,154897;0,000125;;-6,20E-05;0,000187;0,000249
840;4,154897;192,168,43,157;13,224,164,13;TCP;55;50160  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1 [TCP segment of a reassembled PDU];;;;4,154897;4,155084;0,000187;;-0,000807;0,000994;0,001801
841;4,155084;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=418061 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,155084;4,156078;0,000994;;0,00086;0,000134;-0,000726
842;4,156078;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=419421 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,156078;4,156212;0,000134;;-0,002732;0,002866;0,005598
843;4,156212;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=420781 Win=266496 Len=0;;;;4,156212;4,159078;0,002866;;0,002516;0,00035;-0,002166
844;4,159078;114,4,169,236;192,168,43,157;TLSv1,3;5494;Application Data [TCP segment of a reassembled PDU];;;;4,159078;4,159428;0,00035;;-0,00054;0,00089;0,00143
845;4,159428;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=426221 Win=266496 Len=0;;;;4,159428;4,160318;0,00089;;0,000139;0,000751;0,000612
846;4,160318;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=426221 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,160318;4,161069;0,000751;;0,00053;0,000221;-0,000309
847;4,161069;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=427581 Ack=6040 Win=78080 Len=5440 [TCP segment of a reassembled PDU];;;;4,161069;4,16129;0,000221;;2,00E-05;0,000201;0,000181
848;4,16129;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=433021 Win=532992 Len=0;;;;4,16129;4,161491;0,000201;;-0,000153;0,000354;0,000507
849;4,161491;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=433021 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,161491;4,161845;0,000354;;-0,001255;0,001609;0,002864
850;4,161845;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=434381 Win=532992 Len=0;;;;4,161845;4,163454;0,001609;;0,001609;0;-0,001609
851;4,163454;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=434381 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,163454;4,163454;0;;-0,000525;0,000525;0,00105
852;4,163454;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=435741 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,163454;4,163979;0,000525;;-0,000528;0,001053;0,001581
853;4,163979;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=437101 Win=532992 Len=0;;;;4,163979;4,165032;0,001053;;0,00069;0,000363;-0,000327
854;4,165032;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=437101 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,165032;4,165395;0,000363;;-0,000158;0,000521;0,000679
855;4,165395;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=438461 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,165395;4,165916;0,000521;;0,000445;7,60E-05;-0,000369
856;4,165916;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=439821 Win=532992 Len=0;;;;4,165916;4,165992;7,60E-05;;-0,000468;0,000544;0,001012
857;4,165992;114,4,169,236;192,168,43,157;TLSv1,3;2774;Application Data [TCP segment of a reassembled PDU];;;;4,165992;4,166536;0,000544;;-9,20E-05;0,000636;0,000728
858;4,166536;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=442541 Win=532992 Len=0;;;;4,166536;4,167172;0,000636;;-0,001847;0,002483;0,00433
859;4,167172;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=442541 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,167172;4,169655;0,002483;;0,002062;0,000421;-0,001641
860;4,169655;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=443901 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,169655;4,170076;0,000421;;0,00027;0,000151;-0,000119
861;4,170076;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=445261 Win=532992 Len=0;;;;4,170076;4,170227;0,000151;;-0,000204;0,000355;0,000559
862;4,170227;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=445261 Ack=6040 Win=78080 Len=4080 [TCP segment of a reassembled PDU];;;;4,170227;4,170582;0,000355;;-0,00143;0,001785;0,003215
863;4,170582;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=449341 Win=532992 Len=0;;;;4,170582;4,172367;0,001785;;0,001785;0;-0,001785
864;4,172367;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=449341 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,172367;4,172367;0;;0;0;0
865;4,172367;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=450701 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,172367;4,172367;0;;0;0;0
866;4,172367;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=452061 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,172367;4,172367;0;;-0,000309;0,000309;0,000618
867;4,172367;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=453421 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,172367;4,172676;0,000309;;0,000105;0,000204;9,90E-05
868;4,172676;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=450701 Win=532992 Len=0;;;;4,172676;4,17288;0,000204;;-0,000708;0,000912;0,00162
869;4,17288;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=453421 Win=532992 Len=0;;;;4,17288;4,173792;0,000912;;0,000227;0,000685;0,000458
870;4,173792;114,4,169,236;192,168,43,157;TLSv1,3;6854;Application Data [TCP segment of a reassembled PDU];;;;4,173792;4,174477;0,000685;;0,000427;0,000258;-0,000169
871;4,174477;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=461581 Win=532992 Len=0;;;;4,174477;4,174735;0,000258;;-0,005662;0,00592;0,011582
872;4,174735;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=461581 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,174735;4,180655;0,00592;;0,005336;0,000584;-0,004752
873;4,180655;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=462941 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,180655;4,181239;0,000584;;0,000556;2,80E-05;-0,000528
874;4,181239;114,4,169,236;192,168,43,157;TCP;9574;443  >  50275 [ACK] Seq=464301 Ack=6040 Win=78080 Len=9520 [TCP segment of a reassembled PDU];;;;4,181239;4,181267;2,80E-05;;-0,000409;0,000437;0,000846
875;4,181267;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=464301 Win=532992 Len=0;;;;4,181267;4,181704;0,000437;;-0,005054;0,005491;0,010545
876;4,181704;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=473821 Win=532992 Len=0;;;;4,181704;4,187195;0,005491;;0,004935;0,000556;-0,004379
877;4,187195;114,4,169,236;192,168,43,157;TLSv1,3;10934;Application Data [TCP segment of a reassembled PDU];;;;4,187195;4,187751;0,000556;;-0,001683;0,002239;0,003922
878;4,187751;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=484701 Win=532992 Len=0;;;;4,187751;4,18999;0,002239;;0,001908;0,000331;-0,001577
879;4,18999;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=484701 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,18999;4,190321;0,000331;;-0,001157;0,001488;0,002645
880;4,190321;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=486061 Win=532992 Len=0;;;;4,190321;4,191809;0,001488;;0,001089;0,000399;-0,00069
881;4,191809;114,4,169,236;192,168,43,157;TLSv1,3;12294;Application Data [TCP segment of a reassembled PDU];;;;4,191809;4,192208;0,000399;;-0,002463;0,002862;0,005325
882;4,192208;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=498301 Win=532992 Len=0;;;;4,192208;4,19507;0,002862;;0,002348;0,000514;-0,001834
883;4,19507;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=498301 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,19507;4,195584;0,000514;;0,000424;9,00E-05;-0,000334
884;4,195584;192,168,43,157;117,18,237,29;TCP;55;50159  >  80 [ACK] Seq=1 Ack=1 Win=257 Len=1;;;;4,195584;4,195674;9,00E-05;;-0,00046;0,00055;0,00101
885;4,195674;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=499661 Win=532992 Len=0;;;;4,195674;4,196224;0,00055;;8,40E-05;0,000466;0,000382
886;4,196224;114,4,169,236;192,168,43,157;TLSv1,3;8214;Application Data [TCP segment of a reassembled PDU];;;;4,196224;4,19669;0,000466;;-0,001977;0,002443;0,00442
887;4,19669;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=507821 Win=532992 Len=0;;;;4,19669;4,199133;0,002443;;0,00214;0,000303;-0,001837
888;4,199133;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=507821 Ack=6040 Win=78080 Len=2720 [TCP segment of a reassembled PDU];;;;4,199133;4,199436;0,000303;;-0,001703;0,002006;0,003709
889;4,199436;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=510541 Win=532992 Len=0;;;;4,199436;4,201442;0,002006;;0,001291;0,000715;-0,000576
890;4,201442;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=510541 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,201442;4,202157;0,000715;;0,000192;0,000523;0,000331
891;4,202157;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=511901 Ack=6040 Win=78080 Len=5440 [TCP segment of a reassembled PDU];;;;4,202157;4,20268;0,000523;;0,00032;0,000203;-0,000117
892;4,20268;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=517341 Win=532992 Len=0;;;;4,20268;4,202883;0,000203;;-0,000153;0,000356;0,000509
893;4,202883;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=517341 Ack=6040 Win=78080 Len=1360 [TCP segment of a reassembled PDU];;;;4,202883;4,203239;0,000356;;-6,30E-05;0,000419;0,000482
894;4,203239;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=518701 Win=532992 Len=0;;;;4,203239;4,203658;0,000419;;0,000419;0;-0,000419
895;4,203658;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=518701 Ack=6040 Win=78080 Len=4080 [TCP segment of a reassembled PDU];;;;4,203658;4,203658;0;;-0,000347;0,000347;0,000694
896;4,203658;114,4,169,236;192,168,43,157;TLSv1,3;1266;Application Data, Application Data;;;;4,203658;4,204005;0,000347;;3,00E-05;0,000317;0,000287
897;4,204005;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=522781 Win=532992 Len=0;;;;4,204005;4,204322;0,000317;;-0,026397;0,026714;0,053111
898;4,204322;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=6040 Ack=523993 Win=531712 Len=0;;;;4,204322;4,231036;0,026714;;0,026714;0;-0,026714
899;4,231036;192,168,43,157;117,18,237,29;TCP;55;50190  >  80 [ACK] Seq=1 Ack=1 Win=257 Len=1;;;;4,231036;4,231036;0;;-0,024203;0,024203;0,048406
900;4,231036;192,168,43,157;117,18,237,29;TCP;55;50189  >  80 [ACK] Seq=1 Ack=1 Win=257 Len=1;;;;4,231036;4,255239;0,024203;;-0,005335;0,029538;0,034873
901;4,255239;117,18,237,29;192,168,43,157;TCP;66;80  >  50159 [ACK] Seq=1 Ack=2 Win=296 Len=0 SLE=1 SRE=2;;;;4,255239;4,284777;0,029538;;0,029538;0;-0,029538
902;4,284777;117,18,237,29;192,168,43,157;TCP;66;80  >  50190 [ACK] Seq=1 Ack=2 Win=288 Len=0 SLE=1 SRE=2;;;;4,284777;4,284777;0;;-0,004075;0,004075;0,00815
903;4,284777;117,18,237,29;192,168,43,157;TCP;66;80  >  50189 [ACK] Seq=1 Ack=2 Win=288 Len=0 SLE=1 SRE=2;;;;4,284777;4,288852;0,004075;;-0,018011;0,022086;0,040097
904;4,288852;13,224,164,13;192,168,43,157;TCP;66;443  >  50160 [ACK] Seq=1 Ack=2 Win=127 Len=0 SLE=1 SRE=2;;;;4,288852;4,310938;0,022086;;0,021028;0,001058;-0,01997
905;4,310938;192,168,43,157;74.125.200.190;TLSv1,2;938;Application Data;;;;4,310938;4,311996;0,001058;;-0,063553;0,064611;0,128164
906;4,311996;192,168,43,157;74.125.200.190;TLSv1,2;288;Application Data;;;;4,311996;4,376607;0,064611;;0,064611;0;-0,064611
907;4,376607;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=55516 Ack=3995 Win=841 Len=0;;;;4,376607;4,376607;0;;-0,001378;0,001378;0,002756
908;4,376607;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=55516 Ack=4229 Win=850 Len=0;;;;4,376607;4,377985;0,001378;;0,001162;0,000216;-0,000946
909;4,377985;74.125.200.190;192,168,43,157;TLSv1,2;121;Application Data;;;;4,377985;4,378201;0,000216;;0,000216;0;-0,000216
910;4,378201;74.125.200.190;192,168,43,157;TLSv1,2;85;Application Data;;;;4,378201;4,378201;0;;-0,000443;0,000443;0,000886
911;4,378201;74.125.200.190;192,168,43,157;TLSv1,2;93;Application Data;;;;4,378201;4,378644;0,000443;;1,30E-05;0,00043;0,000417
912;4,378644;192,168,43,157;74.125.200.190;TCP;54;50173  >  443 [ACK] Seq=4229 Ack=55614 Win=259 Len=0;;;;4,378644;4,379074;0,00043;;-0,014281;0,014711;0,028992
913;4,379074;192,168,43,157;74.125.200.190;TLSv1,2;93;Application Data;;;;4,379074;4,393785;0,014711;;0,014524;0,000187;-0,014337
914;4,393785;74.125.200.190;192,168,43,157;TLSv1,2;121;Application Data;;;;4,393785;4,393972;0,000187;;-2,50E-05;0,000212;0,000237
915;4,393972;74.125.200.190;192,168,43,157;TLSv1,2;85;Application Data;;;;4,393972;4,394184;0,000212;;-0,017741;0,017953;0,035694
916;4,394184;192,168,43,157;74.125.200.190;TCP;54;50173  >  443 [ACK] Seq=4268 Ack=55751 Win=259 Len=0;;;;4,394184;4,412137;0,017953;;0,016603;0,00135;-0,015253
917;4,412137;52,109,8,20;192,168,43,157;TLSv1,2;161;Change Cipher Spec, Encrypted Handshake Message;;;;4,412137;4,413487;0,00135;;-0,016877;0,018227;0,035104
918;4,413487;192,168,43,157;52,109,8,20;TLSv1,2;747;Application Data;;;;4,413487;4,431714;0,018227;;-0,203043;0,22127;0,424313
919;4,431714;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=55751 Ack=4268 Win=850 Len=0;;;;4,431714;4,652984;0,22127;;0,169515;0,051755;-0,11776
925;4,652984;192,168,43,157;74.125.200.190;TLSv1,2;168;Application Data;;;;4,652984;4,704739;0,051755;;0,039618;0,012137;-0,027481
926;4,704739;52,109,8,20;192,168,43,157;TLSv1,2;491;Application Data;;;;4,704739;4,716876;0,012137;;0,011917;0,00022;-0,011697
927;4,716876;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=55751 Ack=4382 Win=850 Len=0;;;;4,716876;4,717096;0,00022;;-0,000329;0,000549;0,000878
928;4,717096;74.125.200.190;192,168,43,157;TLSv1,2;130;Application Data;;;;4,717096;4,717645;0,000549;;-0,012966;0,013515;0,026481
929;4,717645;192,168,43,157;74.125.200.190;TLSv1,2;93;Application Data;;;;4,717645;4,73116;0,013515;;-0,005194;0,018709;0,023903
930;4,73116;192,168,43,157;74,125,24,119;TLSv1,2;216;Application Data;;;;4,73116;4,749869;0,018709;;-0,012769;0,031478;0,044247
931;4,749869;192,168,43,157;52,109,8,20;TCP;54;50277  >  443 [ACK] Seq=1123 Ack=6534 Win=65536 Len=0;;;;4,749869;4,781347;0,031478;;0,024863;0,006615;-0,018248
932;4,781347;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=55827 Ack=4421 Win=850 Len=0;;;;4,781347;4,787962;0,006615;;0,003803;0,002812;-0,000991
933;4,787962;74,125,24,119;192,168,43,157;TCP;54;443  >  50188 [ACK] Seq=369833 Ack=669 Win=328 Len=0;;;;4,787962;4,790774;0,002812;;-0,006707;0,009519;0,016226
934;4,790774;74,125,24,119;192,168,43,157;TLSv1,2;189;Application Data;;;;4,790774;4,800293;0,009519;;0,009281;0,000238;-0,009043
935;4,800293;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,800293;4,800531;0,000238;;0,000201;3,70E-05;-0,000164
936;4,800531;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,800531;4,800568;3,70E-05;;-0,002568;0,002605;0,005173
937;4,800568;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=669 Ack=371328 Win=4165 Len=0;;;;4,800568;4,803173;0,002605;;0,002391;0,000214;-0,002177
938;4,803173;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,803173;4,803387;0,000214;;-0,001414;0,001628;0,003042
939;4,803387;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=669 Ack=374048 Win=4165 Len=0;;;;4,803387;4,805015;0,001628;;-0,001351;0,002979;0,00433
940;4,805015;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,805015;4,807994;0,002979;;0,002668;0,000311;-0,002357
941;4,807994;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,807994;4,808305;0,000311;;0,000168;0,000143;-2,50E-05
942;4,808305;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=669 Ack=376768 Win=4165 Len=0;;;;4,808305;4,808448;0,000143;;-0,004197;0,00434;0,008537
943;4,808448;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,808448;4,812788;0,00434;;0,004087;0,000253;-0,003834
944;4,812788;74,125,24,119;192,168,43,157;TLSv1,2;5494;Application Data, Application Data, Application Data, Application Data;;;;4,812788;4,813041;0,000253;;-2,60E-05;0,000279;0,000305
945;4,813041;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,813041;4,81332;0,000279;;8,40E-05;0,000195;0,000111
946;4,81332;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=669 Ack=383568 Win=4165 Len=0;;;;4,81332;4,813515;0,000195;;-0,00148;0,001675;0,003155
947;4,813515;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=669 Ack=384928 Win=4165 Len=0;;;;4,813515;4,81519;0,001675;;-0,007728;0,009403;0,017131
948;4,81519;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,81519;4,824593;0,009403;;0,009092;0,000311;-0,008781
949;4,824593;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,824593;4,824904;0,000311;;0,000136;0,000175;3,90E-05
950;4,824904;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=669 Ack=387648 Win=4165 Len=0;;;;4,824904;4,825079;0,000175;;-0,001439;0,001614;0,003053
951;4,825079;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,825079;4,826693;0,001614;;0,001283;0,000331;-0,000952
952;4,826693;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,826693;4,827024;0,000331;;-0,000904;0,001235;0,002139
953;4,827024;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=669 Ack=390368 Win=4165 Len=0;;;;4,827024;4,828259;0,001235;;-0,000372;0,001607;0,001979
954;4,828259;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,828259;4,829866;0,001607;;0,001425;0,000182;-0,001243
955;4,829866;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data;;;;4,829866;4,830048;0,000182;;-8,80E-05;0,00027;0,000358
